@relation data
@attribute bkblk {'f','t'}
@attribute bknwy {'f','t'}
@attribute bkon8 {'f','t'}
@attribute bkona {'f','t'}
@attribute bkspr {'f','t'}
@attribute bkxbq {'f','t'}
@attribute bkxcr {'f','t'}
@attribute bkxwp {'f','t'}
@attribute blxwp {'f','t'}
@attribute bxqsq {'f','t'}
@attribute cntxt {'f','t'}
@attribute dsopp {'f','t'}
@attribute dwipd {'g','l'}
@attribute hdchk {'f','t'}
@attribute katri {'b','n','w'}
@attribute mulch {'f','t'}
@attribute qxmsq {'f','t'}
@attribute r2ar8 {'f','t'}
@attribute reskd {'f','t'}
@attribute reskr {'f','t'}
@attribute rimmx {'f','t'}
@attribute rkxwp {'f','t'}
@attribute rxmsq {'f','t'}
@attribute simpl {'f','t'}
@attribute skach {'f','t'}
@attribute skewr {'f','t'}
@attribute skrxp {'f','t'}
@attribute spcop {'f','t'}
@attribute stlmt {'f','t'}
@attribute thrsk {'f','t'}
@attribute wkcti {'f','t'}
@attribute wkna8 {'f','t'}
@attribute wknck {'f','t'}
@attribute wkovl {'f','t'}
@attribute wkpos {'f','t'}
@attribute wtoeg {'n','t'}
@attribute class {'1','2'}
@data
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','f','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','n','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','t','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','t','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','t','t','t','f','f','f','t','f','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','t','t','t','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','f','l','f','n','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','t','f','f','f','t','f','f','f','f','t','f','l','f','n','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','t','f','t','t','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','n','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','t','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','t','f','n','2'
'f','f','f','f','t','t','t','f','f','f','t','f','l','f','n','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','t','t','t','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','n','f','f','f','t','f','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','f','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','t','f','t','f','f','f','f','t','f','l','f','n','f','f','f','t','f','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','t','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','t','f','t','f','f','f','f','t','f','l','f','w','f','f','f','t','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','t','t','t','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','t','f','t','f','l','f','n','f','f','f','t','f','f','t','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','t','f','t','f','l','f','w','f','f','f','f','t','f','t','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','t','f','t','f','l','f','w','f','f','f','t','t','f','t','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','f','l','f','w','f','f','f','f','t','f','t','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','t','t','t','f','t','f','t','f','l','f','n','f','f','f','f','f','f','t','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','t','f','t','f','f','f','f','t','f','l','f','w','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','t','f','f','t','f','t','f','l','f','w','f','f','f','f','t','f','t','f','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','t','f','f','t','f','t','f','l','f','n','f','f','f','f','t','f','t','f','f','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','f','l','f','n','f','f','f','f','t','f','t','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','f','l','f','n','f','f','f','f','t','f','t','f','f','f','t','f','f','f','f','t','f','f','f','t','n','2'
't','f','f','f','t','t','f','f','f','f','t','f','l','f','b','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','f','f','f','f','t','f','l','f','n','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','n','f','f','t','f','t','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','t','f','f','f','t','f','f','f','f','t','f','f','t','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','t','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','f','f','f','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','t','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','t','f','t','f','t','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','t','f','t','t','t','t','f','t','f','l','f','n','f','f','t','f','t','f','t','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','t','t','t','t','t','t','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','t','f','t','t','t','t','f','t','f','l','f','b','f','f','t','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','b','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','b','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','b','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','n','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','w','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','t','f','t','t','t','t','f','t','f','l','f','n','f','f','t','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','w','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','n','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','t','f','t','t','t','t','f','t','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','f','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','t','f','t','t','t','t','f','t','f','l','f','w','f','f','f','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','t','t','t','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','b','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','n','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','w','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','n','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','t','t','t','t','t','f','t','f','l','f','w','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','n','2'
't','f','f','f','f','t','f','f','f','f','t','f','l','f','b','f','f','t','f','f','f','f','t','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
't','f','f','f','f','t','f','f','f','f','t','f','l','f','b','f','t','t','f','f','f','f','t','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
't','f','f','f','f','t','f','f','f','f','t','f','l','f','n','f','t','t','f','f','f','f','t','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','t','f','t','t','t','f','f','f','l','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','t','f','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','n','2'
'f','t','t','f','f','t','f','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','n','2'
'f','t','f','t','f','t','f','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','t','t','t','f','f','t','f','f','f','l','f','n','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','t','f','t','t','t','t','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','f','t','t','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','g','f','n','f','t','t','f','f','f','f','t','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','g','f','n','f','t','t','f','f','f','f','t','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','g','f','n','f','t','t','f','f','f','t','t','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','g','f','n','f','f','t','f','f','f','f','t','t','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','g','f','n','f','f','t','f','f','f','f','t','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','g','f','n','f','f','t','f','f','f','t','t','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','f','f','f','t','f','f','t','g','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','l','f','w','f','f','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','t','f','f','t','f','n','2'
't','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','f','t','f','t','f','f','f','t','f','t','f','f','f','t','t','f','f','t','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','t','f','t','f','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','w','f','t','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','f','t','t','t','f','t','t','l','f','w','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','f','t','t','t','f','t','t','l','f','w','f','f','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','f','f','f','t','t','t','f','t','t','l','f','n','f','f','t','f','t','f','f','f','t','f','t','t','f','f','f','t','f','f','t','f','n','2'
'f','f','f','f','f','f','t','t','t','f','t','t','l','f','w','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','f','f','f','f','f','f','t','t','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','f','f','f','f','f','f','t','f','f','t','f','f','f','f','t','f','f','f','f','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','t','t','f','f','f','f','t','t','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','t','t','f','t','f','f','t','t','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','l','f','n','f','t','t','f','t','f','t','t','t','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','t','t','f','f','f','f','t','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','t','t','f','t','f','f','t','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','l','f','n','f','t','t','f','f','f','t','t','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','l','f','n','f','t','t','f','t','f','t','t','f','f','t','f','f','f','f','t','f','f','t','t','n','2'
'f','f','f','f','f','f','f','f','f','f','t','t','l','f','n','f','t','f','f','f','f','f','t','f','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','f','f','f','t','f','t','t','l','f','n','f','t','f','f','t','f','t','t','f','f','t','f','f','f','f','t','f','f','f','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','l','f','w','f','f','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','f','f','t','t','f','f','f','t','t','l','f','n','f','f','t','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','t','f','n','2'
't','f','f','f','f','t','t','f','f','f','t','t','l','f','n','f','f','t','f','t','f','f','f','t','f','t','f','f','f','f','t','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','w','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','w','f','f','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','l','f','w','f','f','f','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','w','f','t','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','l','f','w','f','t','t','f','f','f','t','f','t','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','w','f','t','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','l','f','w','f','t','t','f','f','f','t','f','f','f','t','f','f','f','f','f','f','f','t','t','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','n','f','f','t','f','t','f','f','t','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','t','f','t','t','l','f','n','f','f','t','f','t','f','t','t','f','f','t','f','f','f','f','f','f','f','t','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','n','f','f','f','f','t','f','f','t','t','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','f','f','f','f','t','t','f','f','f','t','t','l','f','n','f','f','f','f','t','f','f','t','f','f','t','f','f','f','f','f','f','f','f','f','n','2'
'f','t','t','f','f','t','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','t','t','t','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','t','f','t','f','t','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','t','f','f','f','t','f','f','f','f','f','f','g','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','f','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','t','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','f','f','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','f','f','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','t','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','f','f','t','f','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','t','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','f','f','f','f','f','f','f','f','g','f','n','f','t','t','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','f','f','f','f','f','t','f','f','f','g','f','n','f','t','t','f','f','f','t','t','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','t','f','f','t','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','t','f','t','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','t','t','t','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','f','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','f','f','f','f','f','f','g','f','n','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','f','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','f','f','f','f','f','f','g','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','t','t','f','f','f','g','f','n','f','f','t','f','f','f','t','f','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','f','f','t','t','t','t','t','t','f','f','f','g','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','t','t','t','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','t','t','t','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','f','f','f','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','t','f','f','f','f','t','t','2'
'f','t','f','f','f','f','f','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','f','t','t','2'
'f','f','f','f','t','f','t','t','t','f','f','f','l','f','n','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','f','f','f','f','f','f','f','f','l','f','n','f','t','t','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','t','2'
'f','t','t','f','f','t','f','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','t','f','t','f','t','f','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','f','t','t','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','t','t','t','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','t','f','t','f','t','f','f','f','f','f','f','l','f','n','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','f','t','f','f','f','l','f','n','f','f','t','f','f','f','t','f','f','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','f','t','f','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','t','f','t','f','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','t','t','t','f','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','t','f','t','t','t','f','f','f','f','f','l','f','n','f','f','f','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','f','t','f','f','t','f','f','f','l','f','n','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','f','t','t','f','t','f','f','f','l','f','n','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','f','t','t','t','f','t','f','f','f','l','f','n','f','f','f','f','f','f','t','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
'f','f','f','t','f','t','t','t','t','f','f','f','l','f','n','f','f','t','f','f','f','f','f','t','f','f','f','f','f','f','f','f','f','f','t','t','2'
